,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Type_of_Item,Years_of_Operation,ItemType_Breads,ItemType_Breakfast,ItemType_Canned,ItemType_Dairy,ItemType_Frozen Foods,ItemType_Fruits and Vegetables,ItemType_Hard Drinks,ItemType_Health and Hygiene,ItemType_Household,ItemType_Meat,ItemType_Others,ItemType_Seafood,ItemType_Snack Foods,ItemType_Soft Drinks,ItemType_Starchy Foods
8029,FDK21,7.905,1,0.010032624,248.3408,OUT045,2002-01-01,,Tier 2,Supermarket Type1,751.0224,Food,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8030,FDF52,,1,0.116928924,183.3292,OUT019,1985-01-01,Small,Tier 1,Grocery Store,364.8584,Food,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8031,NCN43,,1,0.011835436,121.373,OUT019,1985-01-01,Small,Tier 1,Grocery Store,246.346,Non-Consumables,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8032,FDW13,8.5,1,0.097884718,52.5324,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,1194.4452,Food,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8033,FDW14,8.3,2,0.038204311,87.7198,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,1831.6158,Food,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8034,FDG24,7.975,1,0.014631149,84.525,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,416.125,Food,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8035,FDR19,13.5,2,0.160044589,145.4102,OUT045,2002-01-01,,Tier 2,Supermarket Type1,3499.4448,Food,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8036,NCG06,,1,0.02930277,256.1646,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,5926.2858,Non-Consumables,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8037,FDK10,5.785,2,0.040351229,181.366,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,1977.426,Food,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8038,DRK12,9.5,1,0.042123243,32.09,OUT017,2007-01-01,,Tier 2,Supermarket Type1,432.77,Drinks,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8039,FDY55,16.75,1,0.081485126,258.0988,OUT045,2002-01-01,,Tier 2,Supermarket Type1,8994.958,Food,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8040,FDV04,,2,0.149288779,158.4288,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,2985.4472,Food,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8041,FDE23,17.6,2,0.0,46.006,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,326.242,Food,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8042,FDI08,18.2,2,0.066567121,250.2092,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,2988.1104,Food,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8043,DRA12,11.6,1,0.068535039,143.0154,OUT010,1998-01-01,,Tier 3,Grocery Store,283.6308,Drinks,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8044,FDF22,6.865,1,0.057062186,212.0218,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,2350.9398,Food,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8045,FDQ57,7.275,1,0.027991093,145.976,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,3515.424,Food,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8046,FDP07,18.2,1,0.089901774,197.511,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,392.822,Food,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8047,DRE37,13.5,1,0.0,189.1872,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,1890.872,Drinks,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8048,DRF25,9.0,1,0.038892859,36.119,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,1098.57,Drinks,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8049,DRF03,19.1,1,0.045270426,38.8138,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,731.0484,Drinks,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8050,FDN51,17.85,2,0.020942867,260.2936,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,4175.8976,Food,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8051,FDD21,10.3,2,0.030693756,114.2176,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,2175.8344,Food,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8052,NCY42,6.38,1,0.015162573,145.147,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,3006.087,Non-Consumables,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8053,FDH28,,2,0.0,37.0506,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,986.7156,Food,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8054,NCZ29,15.0,1,0.119461188,126.3362,OUT010,1998-01-01,,Tier 3,Grocery Store,503.3448,Non-Consumables,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8055,FDN60,15.1,1,0.095158081,159.2604,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,2852.2872,Food,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8056,NCW06,16.2,1,0.050545502,191.6162,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,1731.7458,Non-Consumables,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8057,NCS30,5.945,1,0.093405156,129.3652,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,4391.6168,Non-Consumables,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8058,FDW26,11.8,2,0.179191782,224.2772,OUT010,1998-01-01,,Tier 3,Grocery Store,667.1316,Food,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8059,FDQ01,19.7,2,0.160951491,256.1014,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,3060.0168,Food,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8060,FDH27,,1,0.102157958,145.0128,OUT019,1985-01-01,Small,Tier 1,Grocery Store,143.8128,Food,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8061,NCX41,19.0,1,0.017791458,211.9244,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,2117.244,Non-Consumables,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8062,FDH58,12.3,1,0.036997104,115.9834,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,2073.3012,Food,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8063,DRB25,12.3,1,0.116261335,107.0938,OUT010,1998-01-01,,Tier 3,Grocery Store,214.3876,Drinks,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8064,FDG45,8.1,1,0.12829573,210.4902,OUT045,2002-01-01,,Tier 2,Supermarket Type1,5309.755,Food,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8065,FDP11,15.85,1,0.069100548,216.6166,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,4136.6154,Food,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8066,FDV19,14.85,2,0.035257037,161.2578,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,4171.9028,Food,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8067,FDT32,19.0,2,0.065633934,186.5214,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,2261.0568,Food,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8068,NCU53,5.485,1,0.042743728,166.2842,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,1989.4104,Non-Consumables,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8069,NCA30,19.0,1,0.129309277,188.8872,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,3592.6568,Non-Consumables,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8070,FDH20,16.1,2,0.0,98.441,OUT017,2007-01-01,,Tier 2,Supermarket Type1,868.869,Food,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8071,DRD25,6.135,1,0.0,114.286,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,2376.906,Drinks,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8072,FDK25,11.6,2,0.156802171,168.0474,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,4379.6324,Food,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8073,FDF02,16.2,1,0.103634038,101.399,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,1031.99,Food,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8074,FDC04,15.6,1,0.045055587,242.3854,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,2416.854,Food,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8075,FDH21,10.395,1,0.031199028,159.4604,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,316.9208,Food,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8076,DRG03,14.5,1,0.062239081,154.2998,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,1691.7978,Drinks,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8077,NCY06,15.25,1,0.06153089,132.2968,OUT017,2007-01-01,,Tier 2,Supermarket Type1,1696.4584,Non-Consumables,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8078,FDM08,10.1,2,0.053692878,222.9088,OUT045,2002-01-01,,Tier 2,Supermarket Type1,5145.3024,Food,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8079,NCD31,12.1,1,0.01545846,166.0526,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,3617.9572,Non-Consumables,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8080,FDU09,,2,0.06627464,54.1956,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,3002.758,Food,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8081,FDB49,8.3,2,0.030274175,98.5384,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,1872.2296,Food,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8082,FDQ58,7.315,1,0.015332872,154.034,OUT045,2002-01-01,,Tier 2,Supermarket Type1,612.536,Food,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8083,FDJ58,15.6,2,0.10589167,172.6764,OUT017,2007-01-01,,Tier 2,Supermarket Type1,2920.1988,Food,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8084,NCN30,,1,0.016910914,96.641,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,1544.656,Non-Consumables,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8085,FDA52,16.2,2,0.128621941,175.537,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,3528.74,Food,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8086,NCN42,,1,0.014153743,145.6418,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,3825.6868,Non-Consumables,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8087,FDF04,17.5,1,0.013637046,258.5304,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,6199.9296,Food,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8088,FDY15,18.25,2,0.171523928,155.863,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,2346.945,Food,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8089,FDT03,,1,0.009950343,185.5608,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,3307.6944,Food,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8090,DRL59,,1,0.037160705,54.2298,OUT019,1985-01-01,Small,Tier 1,Grocery Store,161.7894,Drinks,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8091,FDW08,12.1,1,0.148986013,106.528,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,1171.808,Food,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8092,FDO50,16.25,1,0.078103689,91.1804,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,1929.4884,Food,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8093,FDP26,7.785,1,0.140121306,102.5306,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,1358.8978,Food,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8094,FDX01,10.1,1,0.040446145,118.115,OUT010,1998-01-01,,Tier 3,Grocery Store,116.515,Food,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8095,FDU22,12.35,1,0.093824276,119.9124,OUT017,2007-01-01,,Tier 2,Supermarket Type1,2014.7108,Food,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8096,FDQ08,15.7,2,0.018926773,60.2536,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,1163.8184,Food,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8097,NCN54,20.35,1,0.021322439,79.1328,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,1235.7248,Non-Consumables,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8098,FDR01,,2,0.05336162,200.1742,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,6171.3002,Food,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8099,FDB53,,1,0.138777108,147.5392,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,5219.872,Food,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8100,DRN47,12.1,1,0.016823566,178.566,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,3775.086,Drinks,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8101,FDR39,20.35,1,0.083799283,184.1292,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,2189.1504,Food,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8102,NCL30,18.1,1,0.048940428,127.5336,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,1789.6704,Non-Consumables,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8103,FDT02,12.6,1,0.02429329,33.4874,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,105.8622,Food,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8104,FDT25,7.5,1,0.050829881,122.7072,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,1470.0864,Food,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8105,FDH53,20.5,2,0.0,83.2592,OUT017,2007-01-01,,Tier 2,Supermarket Type1,1155.8288,Food,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8106,DRB48,16.75,2,0.024994069,37.4822,OUT017,2007-01-01,,Tier 2,Supermarket Type1,549.9508,Drinks,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8107,FDX16,17.85,1,0.110152524,150.205,OUT010,1998-01-01,,Tier 3,Grocery Store,149.805,Food,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8108,FDH48,13.5,1,0.060603014,85.554,OUT045,2002-01-01,,Tier 2,Supermarket Type1,1731.08,Food,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8109,FDF20,12.85,1,0.033192524,199.0768,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,3153.2288,Food,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8110,FDJ03,12.35,2,0.121174241,47.8692,OUT010,1998-01-01,,Tier 3,Grocery Store,49.2692,Food,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8111,DRJ35,10.1,1,0.046848053,60.6878,OUT017,2007-01-01,,Tier 2,Supermarket Type1,363.5268,Drinks,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8112,NCN17,11.0,1,0.05489331,101.9358,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,1105.8938,Non-Consumables,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8113,FDN09,14.15,1,0.034868095,243.7828,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,6579.4356,Food,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8114,NCR30,20.6,1,0.070933894,74.8696,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,223.7088,Non-Consumables,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8115,FDW23,5.765,1,0.0821398,37.2164,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,579.246,Food,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8116,DRN35,8.01,1,0.117580062,36.6532,OUT010,1998-01-01,,Tier 3,Grocery Store,71.9064,Drinks,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8117,FDL08,10.8,1,0.049819857,243.2144,OUT045,2002-01-01,,Tier 2,Supermarket Type1,1225.072,Food,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8118,DRL35,15.7,1,0.030877303,42.177,OUT017,2007-01-01,,Tier 2,Supermarket Type1,735.709,Drinks,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8119,NCS42,8.6,1,0.069524391,91.8146,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,2371.5796,Non-Consumables,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8120,NCY29,,1,0.076860103,55.993,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,1471.418,Non-Consumables,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8121,FDO32,6.36,1,0.121034655,47.506,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,1071.938,Food,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8122,NCU17,5.32,1,0.092865746,100.6674,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,2648.5524,Non-Consumables,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8123,FDY03,,2,0.075753207,111.1202,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,3150.5656,Food,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8124,NCI30,,1,0.103188491,244.346,OUT019,1985-01-01,Small,Tier 1,Grocery Store,246.346,Non-Consumables,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8125,FDI04,,2,0.072559351,199.3426,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,3757.1094,Food,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8126,FDC35,7.435,1,0.122735471,205.2638,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,3520.0846,Food,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8127,FDN38,6.615,2,0.091971856,251.6408,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,6008.1792,Food,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8128,FDJ48,11.3,1,0.056434817,247.8118,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,2964.1416,Food,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8129,FDH57,10.895,1,0.035740763,131.9284,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,659.142,Food,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8130,FDI40,11.5,2,0.125602951,100.8358,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,2111.2518,Food,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8131,FDF50,,1,0.116762173,198.9768,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,4729.8432,Food,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8132,FDA07,7.55,2,0.030918873,123.9072,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,1102.5648,Food,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8133,FDZ60,20.5,1,0.119848041,109.4596,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,431.4384,Food,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8134,FDW38,5.325,2,0.139464425,53.2298,OUT017,2007-01-01,,Tier 2,Supermarket Type1,1240.3854,Food,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8135,NCF55,6.675,1,0.021666335,33.3874,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,1235.059,Non-Consumables,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8136,FDR37,16.5,2,0.066249551,183.3292,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,2006.7212,Food,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8137,FDZ33,10.195,1,0.107564024,149.0076,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,1182.4608,Food,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8138,FDV01,19.2,2,0.085122855,155.4314,OUT045,2002-01-01,,Tier 2,Supermarket Type1,3568.0222,Food,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8139,FDI02,15.7,2,0.115031783,114.1202,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,787.6414,Food,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8140,DRH25,18.7,1,0.014580886,50.2324,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,623.1888,Drinks,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8141,NCY29,13.65,1,0.077548732,55.093,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,452.744,Non-Consumables,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8142,FDR04,,1,0.022457694,98.6068,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,2430.17,Food,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8143,FDR44,6.11,2,0.103129612,129.5968,OUT045,2002-01-01,,Tier 2,Supermarket Type1,2348.9424,Food,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8144,FDJ41,6.85,1,0.023012718,262.0594,OUT017,2007-01-01,,Tier 2,Supermarket Type1,1569.9564,Food,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8145,FDL43,,1,0.026933321,78.467,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,3292.381,Food,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8146,FDB21,7.475,1,0.149360698,243.4854,OUT017,2007-01-01,,Tier 2,Supermarket Type1,1691.7978,Food,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8147,NCU42,9.0,1,0.019586115,170.2474,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,4211.185,Non-Consumables,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8148,FDY21,15.1,1,0.0,195.211,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,3142.576,Food,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8149,FDK58,11.35,2,0.0,101.5016,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,202.4032,Food,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8150,DRD13,15.0,1,0.049155769,65.2168,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,958.752,Drinks,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8151,FDU35,6.44,1,0.0,98.27,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,2396.88,Food,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8152,FDX23,6.445,1,0.049697923,95.0436,OUT010,1998-01-01,,Tier 3,Grocery Store,94.5436,Food,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8153,FDQ39,14.8,1,0.081206491,189.2846,OUT045,2002-01-01,,Tier 2,Supermarket Type1,1719.7614,Food,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8154,FDR31,,2,0.048924811,147.4102,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,3207.8244,Food,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8155,FDS28,8.18,2,0.082386011,56.6588,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,687.1056,Food,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8156,DRN36,15.2,1,0.050279604,94.1752,OUT045,2002-01-01,,Tier 2,Supermarket Type1,2109.2544,Drinks,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8157,FDX60,,1,0.080203852,77.996,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,2716.464,Food,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8158,NCB54,8.76,1,0.050335829,126.2336,OUT017,2007-01-01,,Tier 2,Supermarket Type1,1406.1696,Non-Consumables,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8159,FDC15,18.1,1,0.178694026,158.9288,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,1571.288,Food,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8160,NCP17,,1,0.027580163,62.2168,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,1661.8368,Non-Consumables,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8161,FDY39,5.305,2,0.04710181,181.8608,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,4594.02,Food,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8162,FDH33,12.85,1,0.121914662,43.5428,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,615.1992,Food,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8163,FDG09,,2,0.047704151,187.2556,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,4506.1344,Food,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8164,FDO10,,2,0.01268995,56.4588,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,973.3996,Food,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8165,FDD39,,1,0.06981517,214.385,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,4327.7,Food,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8166,FDJ09,15.0,1,0.058513255,46.9744,OUT045,2002-01-01,,Tier 2,Supermarket Type1,679.116,Food,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8167,DRQ35,9.3,1,0.042357203,123.2388,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,1857.582,Drinks,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8168,FDV38,19.25,1,0.101932076,54.5956,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,764.3384,Food,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8169,FDJ60,19.35,2,0.062476391,164.5184,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,1651.184,Food,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8170,FDJ15,11.35,2,0.023454399,181.9608,OUT017,2007-01-01,,Tier 2,Supermarket Type1,1653.8472,Food,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8171,FDR08,18.7,1,0.037681448,111.0886,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,222.3772,Food,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
